"","Site_Visnum_Layer","UID","SITE_ID","VISNUM","Col_Date","Col_loc","Latitude","Longitude","REGION","SUBREGIONS","STATE","SAMPYEAR","CHLA..ug.L.","TN..mgN.L.","DIN..mgN.L.","TP..mgP.L.","DIP..mgP.L.","DIN.DIP..Molar.","TN.TP..Molar.","SECCHI_MEAN..m.","TSS..mg.L.","TS_Chla","TS_N","TS_P","TS_SD","TS_Chla_Q","predict_TSI","predict_Cat"
"303","NCCA10-1449_1_SURFACE",9479,"NCCA10-1449",1,"7/20/10","SURFACE",29.9353,-89.691,"Gulf","GULF3_MS Delta LA","LA",2010,6.01,0.429,0.003,0.094,0.072,0.1,10.1,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",119.076389347731,"Eu"
"304","NCCA10-1450_1_SURFACE",9480,"NCCA10-1450",1,"7/11/10","SURFACE",30.2151,-90.6095,"Gulf","GULF3_MS Delta LA","LA",2010,3.33,0.658,0.118,0.203,0.132,2,7.2,0.8,NA,"Oligo","Meso","Eu","Oligo","Meso",97.437223449616,"Eu"
"305","NCCA10-1451_1_SURFACE",9481,"NCCA10-1451",1,"7/15/10","SURFACE",30.1037,-89.676,"Gulf","GULF3_MS Delta LA","LA",2010,7.47,0.386,0.003,0.092,0.068,0.1,9.3,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",105.604519001354,"Eu"
"306","NCCA10-1452_1_SURFACE",9482,"NCCA10-1452",1,"8/10/10","SURFACE",30.3539,-89.1083,"Gulf","GULF3_MS Delta LA","MS",2010,29.79,0.699,0.027,0.147,0.083,0.7,10.5,0.9,NA,"Eu","Meso","Eu","Oligo","Hyper",125.979472802495,"Eu"
"307","NCCA10-1453_1_SURFACE",9483,"NCCA10-1453",1,"7/28/10","SURFACE",30.2929,-88.6329,"Gulf","GULF3_MS Delta LA","MS",2010,7.96,0.481,0.011,0.057,0.02,1.2,18.7,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",86.729940625275,"Eu"
"308","NCCA10-1454_1_SURFACE",9484,"NCCA10-1454",1,"7/13/10","SURFACE",30.2378,-90.2415,"Gulf","GULF3_MS Delta LA","LA",2010,4.95,0.346,0.004,0.12,0.097,0.1,6.4,0.7,NA,"Oligo","Meso","Eu","Oligo","Eu",108.100477293868,"Eu"
"309","NCCA10-1455_1_SURFACE",9485,"NCCA10-1455",1,"7/19/10","SURFACE",30.145,-89.5021,"Gulf","GULF3_MS Delta LA","LA",2010,13.4,0.526,0.01,0.088,0.055,0.4,13.3,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",102.124991093876,"Eu"
"310","NCCA10-1456_1_SURFACE",9486,"NCCA10-1456",1,"8/2/10","SURFACE",30.1113,-89.3239,"Gulf","GULF3_MS Delta LA","LA",2010,7.98,0.544,0.008,0.097,0.058,0.3,12.5,1.2,NA,"Meso","Meso","Meso","Meso","Eu",105.624784636372,"Eu"
"311","NCCA10-1457_1_SURFACE",9487,"NCCA10-1457",1,"8/10/10","SURFACE",30.2957,-89.0898,"Gulf","GULF3_MS Delta LA","MS",2010,13.37,0.561,0.024,0.09,0.043,1.2,13.8,0.6,NA,"Meso","Meso","Meso","Oligo","Hyper",107.498137009121,"Eu"
"312","NCCA10-1458_1_SURFACE",9488,"NCCA10-1458",1,"7/13/10","SURFACE",30.2802,-90.0773,"Gulf","GULF3_MS Delta LA","LA",2010,6.28,0.391,0.005,0.115,0.087,0.1,7.6,1,NA,"Meso","Meso","Eu","Oligo","Eu",98.824020861405,"Eu"
"313","NCCA10-1459_1_SURFACE",9489,"NCCA10-1459",1,"8/4/10","SURFACE",30.0493,-89.5289,"Gulf","GULF3_MS Delta LA","LA",2010,16.06,0.503,0.009,0.095,0.061,0.3,11.7,0.8,NA,"Meso","Meso","Meso","Oligo","Hyper",108.394275413444,"Eu"
"314","NCCA10-1460_1_SURFACE",9490,"NCCA10-1460",1,"8/4/10","SURFACE",30.0784,-89.4392,"Gulf","GULF3_MS Delta LA","LA",2010,14.2,0.525,0.016,0.095,0.06,0.6,12.2,0.6,NA,"Meso","Meso","Meso","Oligo","Hyper",108.039185946953,"Eu"
"315","NCCA10-1461_1_SURFACE",9491,"NCCA10-1461",1,"8/2/10","SURFACE",30.2571,-88.9092,"Gulf","GULF3_MS Delta LA","MS",2010,9.45,0.484,0.017,0.059,0.018,2.1,18,1.5,NA,"Meso","Meso","Meso","Meso","Eu",61.5812536392005,"Meso"
"316","NCCA10-1462_1_SURFACE",9492,"NCCA10-1462",1,"7/14/10","SURFACE",30.1725,-90.1139,"Gulf","GULF3_MS Delta LA","LA",2010,5.13,0.365,0.003,0.112,0.09,0.1,7.2,1.5,NA,"Meso","Meso","Eu","Meso","Eu",88.5054311108423,"Eu"
"317","NCCA10-1463_1_SURFACE",9493,"NCCA10-1463",1,"8/24/10","SURFACE",30.2146,-89.1986,"Gulf","GULF3_MS Delta LA","MS",2010,8.94,0.429,0.019,0.073,0.034,1.2,12.9,1.5,NA,"Meso","Meso","Meso","Meso","Eu",47.4663461196905,"Meso"
"318","NCCA10-1464_1_SURFACE",9494,"NCCA10-1464",1,"7/19/10","SURFACE",30.0931,-89.5984,"Gulf","GULF3_MS Delta LA","LA",2010,11.09,0.446,0.005,0.088,0.064,0.2,11.3,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",102.680503926384,"Eu"
"319","NCCA10-1465_1_SURFACE",9495,"NCCA10-1465",1,"7/29/10","SURFACE",30.4201,-88.8772,"Gulf","GULF3_MS Delta LA","MS",2010,22.51,0.729,0.004,0.087,0.022,0.4,18.4,0.8,NA,"Eu","Meso","Meso","Oligo","Hyper",180.87024343432,"Eu"
"320","NCCA10-1466_1_SURFACE",9496,"NCCA10-1466",1,"7/8/10","SURFACE",30.1793,-89.9721,"Gulf","GULF3_MS Delta LA","LA",2010,2.19,0.366,0.009,0.093,0.086,0.2,8.7,1.6,NA,"Oligo","Meso","Meso","Meso","Meso",45.118878830569,"Meso"
"321","NCCA10-1467_1_SURFACE",9497,"NCCA10-1467",1,"8/2/10","SURFACE",30.1458,-89.2095,"Gulf","GULF3_MS Delta LA","LA",2010,14.46,0.699,0.014,0.128,0.06,0.5,12.1,0.7,NA,"Meso","Meso","Eu","Oligo","Hyper",151.225044735517,"Eu"
"322","NCCA10-1468_1_SURFACE",9498,"NCCA10-1468",1,"7/8/10","SURFACE",30.0911,-89.9586,"Gulf","GULF3_MS Delta LA","LA",2010,5.99,0.365,0.005,0.102,0.082,0.1,7.9,0.9,NA,"Meso","Meso","Eu","Oligo","Eu",89.931628034524,"Eu"
"323","NCCA10-1469_1_SURFACE",9499,"NCCA10-1469",1,"7/29/10","SURFACE",30.3451,-88.6627,"Gulf","GULF3_MS Delta LA","MS",2010,17.07,0.623,0.009,0.096,0.024,0.8,14.4,0.6,NA,"Meso","Meso","Meso","Oligo","Hyper",161.717344123293,"Eu"
"324","NCCA10-1470_1_SURFACE",9500,"NCCA10-1470",1,"8/8/10","SURFACE",30.009,-89.7658,"Gulf","GULF3_MS Delta LA","LA",2010,8.53,0.468,0.008,0.122,0.088,0.2,8.5,0.8,NA,"Meso","Meso","Eu","Oligo","Eu",113.925501903096,"Eu"
"325","NCCA10-1471_1_SURFACE",9501,"NCCA10-1471",1,"8/9/10","SURFACE",30.2199,-88.4566,"Gulf","GULF3_MS Delta LA","MS",2010,4.58,0.41,0.017,0.045,0.052,0.7,20,2.6,NA,"Oligo","Meso","Meso","Meso","Eu",-19.3289843170196,"Meso"
"326","NCCA10-1472_1_SURFACE",9502,"NCCA10-1472",1,"8/25/10","SURFACE",29.7553,-92.4343,"Gulf","GULF3_MS Delta LA","LA",2010,6.38,0.495,0.001,0.041,0.015,NA,26.5,0.7,NA,"Meso","Meso","Meso","Oligo","Eu",146.019476990487,"Eu"
"327","NCCA10-1473_1_SURFACE",9504,"NCCA10-1473",1,"8/17/10","SURFACE",29.8922,-93.2812,"Gulf","GULF3_MS Delta LA","LA",2010,18.82,0.714,0.015,0.135,0.069,0.5,11.7,1.1,NA,"Meso","Meso","Eu","Meso","Hyper",134.405158929394,"Eu"
"328","NCCA10-1474_1_SURFACE",9506,"NCCA10-1474",1,"6/25/10","SURFACE",30.1595,-85.706,"Gulf","GULF2_Bend Panhandle","FL",2010,1.51,0.228,0.014,0.01,0.004,7.7,52.8,4.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-79.1227957510747,"Meso"
"329","NCCA10-1478_1_SURFACE",9508,"NCCA10-1478",1,"6/25/10","SURFACE",30.278,-85.7645,"Gulf","GULF2_Bend Panhandle","FL",2010,2.13,0.273,0.013,0.011,0.005,5.7,52.8,2.7,NA,"Oligo","Meso","Meso","Meso","Meso",-43.220921696795,"Meso"
"330","NCCA10-1480_1_SURFACE",9510,"NCCA10-1480",1,"8/16/10","SURFACE",29.7089,-93.8498,"Gulf","GULF3_MS Delta LA","LA",2010,12.27,0.519,0.075,0.079,0.034,4.9,14.6,0.6,NA,"Meso","Meso","Meso","Oligo","Hyper",67.3819778976465,"Meso"
"331","NCCA10-1481_1_SURFACE",9511,"NCCA10-1481",1,"7/15/10","SURFACE",30.4291,-86.2075,"Gulf","GULF2_Bend Panhandle","FL",2010,8.46,0.346,0.011,0.024,0.015,1.6,31.4,1.1,NA,"Meso","Meso","Meso","Meso","Eu",42.830167971628,"Meso"
"332","NCCA10-1482_1_SURFACE",9512,"NCCA10-1482",1,"6/24/10","SURFACE",29.775,-85.3411,"Gulf","GULF2_Bend Panhandle","FL",2010,2.5,0.262,0.017,0.018,0.026,1.4,32.9,3.2,NA,"Oligo","Meso","Meso","Eu","Meso",-66.9085834194276,"Meso"
"333","NCCA10-1483_1_SURFACE",9513,"NCCA10-1483",1,"9/2/10","SURFACE",29.9637,-93.3261,"Gulf","GULF3_MS Delta LA","LA",2010,20.11,0.648,0.005,0.129,0.037,0.3,11.1,0.4,NA,"Eu","Meso","Eu","Oligo","Hyper",205.976668591626,"Eu"
"334","NCCA10-1484_1_SURFACE",9514,"NCCA10-1484",1,"7/20/10","SURFACE",29.8988,-93.8675,"Gulf","GULF4_Texas Coast","TX",2010,11.18,0.52,0.001,0.053,0.024,NA,21.8,0.6,NA,"Meso","Meso","Meso","Oligo","Hyper",190.849986633957,"Eu"
"335","NCCA10-1485_1_SURFACE",9515,"NCCA10-1485",1,"7/15/10","SURFACE",30.4263,-86.5471,"Gulf","GULF2_Bend Panhandle","FL",2010,1.45,0.29,0.017,0.007,0.009,4.2,86.3,4.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-109.783636708441,"Oligo"
"336","NCCA10-1486_1_SURFACE",9516,"NCCA10-1486",1,"8/12/10","SURFACE",29.1523,-83.0258,"Gulf","GULF2_Bend Panhandle","FL",2010,62.72,0.993,0.09,0.119,0.016,12.4,18.4,0.4,NA,"Eu","Meso","Eu","Oligo","Hyper",226.846638076415,"Eu"
"337","NCCA10-1487_1_SURFACE",9517,"NCCA10-1487",1,"7/1/10","SURFACE",30.3662,-88.2202,"Gulf","GULF2_Bend Panhandle","AL",2010,18.36,0.634,0.001,0.08,0.016,NA,17.5,0.4,NA,"Meso","Meso","Meso","Oligo","Hyper",279.827203409697,"Eu"
"338","NCCA10-1488_1_SURFACE",9518,"NCCA10-1488",1,"7/21/10","SURFACE",30.4122,-87.4023,"Gulf","GULF2_Bend Panhandle","AL",2010,11.07,0.531,0.001,0.021,0.015,NA,54.8,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",150.199669098619,"Eu"
"339","NCCA10-1490_1_SURFACE",9520,"NCCA10-1490",1,"8/4/10","SURFACE",30.3597,-88.3958,"Gulf","GULF3_MS Delta LA","MS",2010,17.67,0.628,0.019,0.074,0.006,7,18.8,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",153.349199340515,"Eu"
"340","NCCA10-1491_1_SURFACE",9521,"NCCA10-1491",1,"6/30/10","SURFACE",37.2931,-76.8932,"Northeast_B","NE99_Ches Bay","VA",2010,11.7,0.485,0.007,0.029,0.011,1.4,36.6,0.5,NA,"Meso","Meso","Meso","Oligo","Hyper",139.725737739425,"Eu"
"341","NCCA10-1492_1_SURFACE",9523,"NCCA10-1492",1,"8/25/10","SURFACE",37.9426,-75.6426,"Northeast_B","NE99_Ches Bay","VA",2010,14.8,0.943,0.017,0.094,0.05,0.7,22.2,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",205.19442211969,"Eu"
"342","NCCA10-1493_1_SURFACE",9525,"NCCA10-1493",1,"7/21/10","SURFACE",37.3819,-76.0106,"Northeast_B","NE99_Ches Bay","VA",2010,10.8,0.386,0.014,0.041,0.008,3.9,20.7,1.1,NA,"Meso","Meso","Meso","Meso","Eu",104.980445722653,"Eu"
"343","NCCA10-1494_1_SURFACE",9526,"NCCA10-1494",1,"9/15/10","SURFACE",39.3803,-76.1301,"Northeast_B","NE99_Ches Bay","MD",2010,12.39,0.73,0.333,0.049,0.018,41.4,32.8,1.5,NA,"Meso","Meso","Meso","Meso","Hyper",55.4506442919038,"Meso"
"344","NCCA10-1497_1_SURFACE",9527,"NCCA10-1497",1,"7/22/10","SURFACE",37.6252,-76.2068,"Northeast_B","NE99_Ches Bay","VA",2010,18.9,0.533,0.016,0.044,0.006,5.9,27,1.5,NA,"Meso","Meso","Meso","Meso","Hyper",129.388604434607,"Eu"
"345","NCCA10-1500_1_SURFACE",9528,"NCCA10-1500",1,"7/22/10","SURFACE",37.6787,-76.2623,"Northeast_B","NE99_Ches Bay","VA",2010,11.2,0.475,0.013,0.04,0.005,5.7,26,1.5,NA,"Meso","Meso","Meso","Meso","Hyper",122.964843527279,"Eu"
"346","NCCA10-1502_1_SURFACE",9530,"NCCA10-1502",1,"8/5/10","SURFACE",36.8908,-76.0706,"Northeast_B","NE99_Ches Bay","VA",2010,20.4,0.855,0.018,0.056,0.012,3.3,34,0.6,NA,"Eu","Meso","Meso","Oligo","Hyper",200.463705207905,"Eu"
"347","NCCA10-1503_1_SURFACE",9531,"NCCA10-1503",1,"9/2/10","SURFACE",38.3342,-76.3634,"Northeast_B","NE99_Ches Bay","MD",2010,6.72,0.41,0.014,0.039,0.004,9,23.6,2.7,NA,"Meso","Meso","Meso","Meso","Eu",90.2191249047383,"Eu"
"348","NCCA10-1504_1_SURFACE",9532,"NCCA10-1504",1,"7/21/10","SURFACE",37.3976,-76.1655,"Northeast_B","NE99_Ches Bay","VA",2010,13.8,0.424,0.02,0.045,0.008,5.5,20.8,1,NA,"Meso","Meso","Meso","Oligo","Hyper",113.699019955286,"Eu"
"349","NCCA10-1505_1_SURFACE",9533,"NCCA10-1505",1,"8/27/10","SURFACE",39.097,-76.5321,"Northeast_B","NE99_Ches Bay","MD",2010,33.78,0.98,0.196,0.069,0.007,65.4,31.6,0.6,NA,"Eu","Meso","Meso","Oligo","Hyper",177.241114204578,"Eu"
"350","NCCA10-1506_1_SURFACE",9534,"NCCA10-1506",1,"7/13/10","SURFACE",36.955,-76.2734,"Northeast_B","NE99_Ches Bay","VA",2010,12.2,0.466,0.03,0.08,0.043,1.5,12.8,0.7,NA,"Meso","Meso","Meso","Oligo","Hyper",122.773394889572,"Eu"
"351","NCCA10-1507_1_SURFACE",9535,"NCCA10-1507",1,"10/6/10","SURFACE",38.4926,-76.2725,"Northeast_B","NE99_Ches Bay","MD",2010,8.35,0.75,0.35,0.075,0.04,19.2,22.2,0.5,NA,"Meso","Meso","Meso","Oligo","Eu",107.914185906802,"Eu"
"352","NCCA10-1508_1_SURFACE",9536,"NCCA10-1508",1,"9/9/10","SURFACE",39.1835,-76.0605,"Northeast_B","NE99_Ches Bay","MD",2010,19.07,0.71,0.087,0.137,0.06,3.2,11.5,0.4,NA,"Meso","Meso","Eu","Oligo","Hyper",181.168040106816,"Eu"
"353","NCCA10-1509_1_SURFACE",9537,"NCCA10-1509",1,"9/2/10","SURFACE",38.412,-76.2928,"Northeast_B","NE99_Ches Bay","MD",2010,6.17,0.47,0.001,0.041,0.003,NA,25.7,1.8,NA,"Meso","Meso","Meso","Meso","Eu",197.845460452583,"Eu"
"354","NCCA10-1510_1_SURFACE",9538,"NCCA10-1510",1,"9/1/10","SURFACE",38.2147,-76.7313,"Northeast_B","NE99_Ches Bay","MD",2010,11.79,0.44,0.014,0.046,0.005,6.4,21.3,1.9,NA,"Meso","Meso","Meso","Meso","Hyper",115.546223985625,"Eu"
"355","NCCA10-1511_1_SURFACE",9539,"NCCA10-1511",1,"7/22/10","SURFACE",37.6203,-76.079,"Northeast_B","NE99_Ches Bay","VA",2010,7.24,0.37,0.036,0.046,0.008,9.9,17.7,1.4,NA,"Meso","Meso","Meso","Meso","Eu",75.4600051585977,"Meso"
"356","NCCA10-1512_1_SURFACE",9540,"NCCA10-1512",1,"7/27/10","SURFACE",36.7692,-76.2966,"Northeast_B","NE99_Ches Bay","VA",2010,14.6,0.637,0.154,0.106,0.06,5.7,13.2,0.9,NA,"Meso","Meso","Eu","Oligo","Hyper",108.021543061882,"Eu"
"357","NCCA10-1513_1_SURFACE",9541,"NCCA10-1513",1,"9/1/10","SURFACE",38.2122,-76.1759,"Northeast_B","NE99_Ches Bay","MD",2010,5.35,0.43,0.014,0.039,0.004,8.5,24.1,2.7,NA,"Meso","Meso","Meso","Meso","Eu",94.2540238737513,"Eu"
"358","NCCA10-1514_1_SURFACE",9542,"NCCA10-1514",1,"9/21/10","SURFACE",37.9239,-75.924,"Northeast_B","NE99_Ches Bay","MD",2010,12.09,0.46,0.018,0.039,0.003,11.5,26.3,1.7,NA,"Meso","Meso","Meso","Meso","Hyper",118.030253255391,"Eu"
"359","NCCA10-1516_1_SURFACE",9543,"NCCA10-1516",1,"9/2/10","SURFACE",38.9135,-76.2185,"Northeast_B","NE99_Ches Bay","MD",2010,19.21,0.59,0.001,0.079,0.009,NA,16.6,1.7,NA,"Meso","Meso","Meso","Meso","Hyper",238.117901833809,"Eu"
"360","NCCA10-1517_1_SURFACE",9544,"NCCA10-1517",1,"9/2/10","SURFACE",38.6609,-76.232,"Northeast_B","NE99_Ches Bay","MD",2010,8.99,0.48,0.001,0.044,0.002,NA,24,2.1,NA,"Meso","Meso","Meso","Meso","Eu",209.101235615463,"Eu"
"361","NCCA10-1518_1_SURFACE",9545,"NCCA10-1518",1,"9/9/10","SURFACE",37.5799,-76.3859,"Northeast_B","NE99_Ches Bay","VA",2010,6.75,0.638,0.093,0.059,0.012,17.1,23.8,1.5,NA,"Meso","Meso","Meso","Meso","Eu",101.310505668632,"Eu"
"362","NCCA10-1519_1_SURFACE",9546,"NCCA10-1519",1,"9/2/10","SURFACE",38.6511,-76.2145,"Northeast_B","NE99_Ches Bay","MD",2010,10.57,0.51,0.01,0.047,0.003,7.8,24.2,1.8,NA,"Meso","Meso","Meso","Meso","Eu",153.464874276907,"Eu"
"363","NCCA10-1520_1_SURFACE",9547,"NCCA10-1520",1,"7/22/10","SURFACE",37.5954,-75.9373,"Northeast_B","NE99_Ches Bay","VA",2010,7.16,0.442,0.016,0.05,0.006,5.9,19.7,1.3,NA,"Meso","Meso","Meso","Meso","Eu",128.017269023319,"Eu"
"364","NCCA10-1521_1_SURFACE",9548,"NCCA10-1521",1,"9/1/10","SURFACE",38.1649,-76.1215,"Northeast_B","NE99_Ches Bay","MD",2010,3.66,0.4,0.043,0.031,0.002,41.4,28.2,2.6,NA,"Oligo","Meso","Meso","Meso","Meso",61.0251885191051,"Meso"
"365","NCCA10-1522_1_SURFACE",9549,"NCCA10-1522",1,"9/1/10","SURFACE",37.9593,-76.2924,"Northeast_B","NE99_Ches Bay","MD",2010,4.91,0.43,0.004,0.036,0.002,5.1,26.3,3,NA,"Oligo","Meso","Meso","Meso","Eu",135.325225050622,"Eu"
"366","NCCA10-1523_1_SURFACE",9550,"NCCA10-1523",1,"9/15/10","SURFACE",39.2707,-76.3876,"Northeast_B","NE99_Ches Bay","MD",2010,10,0.52,0.001,0.067,0.015,NA,17.1,1.2,NA,"Meso","Meso","Meso","Meso","Eu",215.904016925399,"Eu"
"367","NCCA10-1524_1_SURFACE",9551,"NCCA10-1524",1,"7/20/10","SURFACE",37.1154,-76.0191,"Northeast_B","NE99_Ches Bay","VA",2010,6.78,0.295,0.025,0.057,0.012,4.6,11.5,1.3,NA,"Meso","Meso","Meso","Meso","Eu",73.7170508133378,"Meso"
"368","NCCA10-1526_1_SURFACE",9552,"NCCA10-1526",1,"7/21/10","SURFACE",37.4435,-76.2397,"Northeast_B","NE99_Ches Bay","VA",2010,10.6,0.418,0.016,0.053,0.006,5.9,17.6,1.1,NA,"Meso","Meso","Meso","Meso","Eu",133.730975732604,"Eu"
"369","NCCA10-1527_1_SURFACE",9553,"NCCA10-1527",1,"9/23/10","SURFACE",39.4635,-75.8224,"Northeast_B","NE99_Ches Bay","MD",2010,104.67,1.44,0.003,0.196,0.004,1.4,16.3,0.2,NA,"Eu","Eu","Eu","Oligo","Hyper",450.442326944549,"Eu"
"370","NCCA10-1528_1_SURFACE",9554,"NCCA10-1528",1,"7/13/10","SURFACE",36.8998,-76.4587,"Northeast_B","NE99_Ches Bay","VA",2010,14.8,0.5,0.005,0.082,0.03,0.4,13.4,0.5,NA,"Meso","Meso","Meso","Oligo","Hyper",199.771204608317,"Eu"
"371","NCCA10-1529_1_SURFACE",9555,"NCCA10-1529",1,"9/14/10","SURFACE",38.7311,-77.041,"Northeast_B","NE99_Ches Bay","MD",2010,30.01,1.01,0.364,0.068,0.007,109.8,33,1.2,NA,"Eu","Eu","Meso","Meso","Hyper",136.21988484262,"Eu"
"372","NCCA10-1530_1_SURFACE",9556,"NCCA10-1530",1,"9/2/10","SURFACE",38.8936,-76.2482,"Northeast_B","NE99_Ches Bay","MD",2010,15.02,0.57,0.021,0.053,0.034,1.3,23.6,1.8,NA,"Meso","Meso","Meso","Meso","Hyper",90.3366709883711,"Eu"
"373","NCCA10-1531_1_SURFACE",9557,"NCCA10-1531",1,"8/25/10","SURFACE",38.5838,-76.6852,"Northeast_B","NE99_Ches Bay","MD",2010,28.41,0.46,0.055,0.115,0.095,1.3,8.8,0.6,NA,"Eu","Meso","Eu","Oligo","Hyper",117.181134701671,"Eu"
"374","NCCA10-1532_1_SURFACE",9558,"NCCA10-1532",1,"7/15/10","SURFACE",37.1601,-76.3026,"Northeast_B","NE99_Ches Bay","VA",2010,7.92,0.467,0.009,0.066,0.01,2,15.6,1,NA,"Meso","Meso","Meso","Oligo","Eu",164.638665675034,"Eu"
"375","NCCA10-1533_1_SURFACE",9559,"NCCA10-1533",1,"7/20/10","SURFACE",37.2386,-76.0435,"Northeast_B","NE99_Ches Bay","VA",2010,8.19,0.364,0.015,0.063,0.008,4.1,12.8,1,NA,"Meso","Meso","Meso","Oligo","Eu",132.33087141279,"Eu"
"376","NCCA10-1534_1_SURFACE",9560,"NCCA10-1534",1,"7/27/10","SURFACE",36.8805,-76.3351,"Northeast_B","NE99_Ches Bay","VA",2010,13.9,0.491,0.021,0.112,0.032,1.4,9.7,1,NA,"Meso","Meso","Eu","Oligo","Hyper",154.616143590438,"Eu"
"377","NCCA10-1535_1_SURFACE",9561,"NCCA10-1535",1,"7/21/10","SURFACE",37.294,-76.3275,"Northeast_B","NE99_Ches Bay","VA",2010,8.74,0.461,0.073,0.084,0.007,23,12.2,1.3,NA,"Meso","Meso","Meso","Meso","Eu",124.364488199404,"Eu"
"378","NCCA10-1536_1_SURFACE",9562,"NCCA10-1536",1,"8/25/10","SURFACE",37.2626,-76.9817,"Northeast_B","NE99_Ches Bay","VA",2010,7.69,0.655,0.254,0.127,0.032,17.5,11.4,0.5,NA,"Meso","Meso","Eu","Oligo","Eu",148.049035229048,"Eu"
"379","NCCA10-1537_1_SURFACE",9563,"NCCA10-1537",1,"8/17/10","SURFACE",39.3846,-75.0374,"Northeast_B","NE8_Del Bay","NJ",2010,5.31,1.44,1.42,0.052,0.008,390.9,61.4,1.5,NA,"Meso","Eu","Meso","Meso","Eu",29.4343088193142,"Meso"
"380","NCCA10-1538_1_SURFACE",9565,"NCCA10-1538",1,"9/15/10","SURFACE",39.1125,-75.1904,"Northeast_B","NE8_Del Bay","NJ",2010,8.55,0.608,0.197,0.069,0.042,10.3,19.3,1,NA,"Meso","Meso","Meso","Oligo","Eu",2.17475097425879,"Meso"
"381","NCCA10-1539_1_SURFACE",9567,"NCCA10-1539",1,"7/29/10","SURFACE",39.3832,-75.2766,"Northeast_B","NE8_Del Bay","NJ",2010,9.49,1.03,0.454,0.176,0.092,10.9,13,0.5,NA,"Meso","Eu","Eu","Oligo","Eu",97.607944854217,"Eu"
"382","NCCA10-1540_1_SURFACE",9568,"NCCA10-1540",1,"9/20/10","SURFACE",39.625,-75.6033,"Northeast_B","NE8_Del Bay","DE",2010,7.11,1.685,1.536,0.153,0.099,34.2,24.3,0.4,NA,"Meso","Eu","Eu","Oligo","Eu",103.603899064677,"Eu"
"383","NCCA10-1541_1_SURFACE",9569,"NCCA10-1541",1,"8/30/10","SURFACE",39.2026,-75.3573,"Northeast_B","NE8_Del Bay","DE",2010,13.12,0.98,0.58,0.106,0.076,16.8,20.4,0.7,NA,"Meso","Meso","Eu","Oligo","Hyper",42.9826074795621,"Meso"
"384","NCCA10-1542_1_SURFACE",9570,"NCCA10-1542",1,"7/29/10","SURFACE",39.1849,-74.9157,"Northeast_B","NE8_Del Bay","NJ",2010,20.29,2.005,0.967,0.244,0.101,21.1,18.2,0.3,NA,"Eu","Eu","Eu","Oligo","Hyper",174.137092298554,"Eu"
"385","NCCA10-1543_1_SURFACE",9571,"NCCA10-1543",1,"9/2/10","SURFACE",39.0015,-75.2586,"Northeast_B","NE8_Del Bay","DE",2010,13.33,0.609,0.017,0.075,0.021,1.8,18,1,NA,"Meso","Meso","Meso","Oligo","Hyper",90.7075038431355,"Eu"
"386","NCCA10-1544_1_SURFACE",9572,"NCCA10-1544",1,"7/28/10","SURFACE",39.6066,-75.4674,"Northeast_B","NE8_Del Bay","NJ",2010,28.41,1.685,0.904,0.235,0.06,33.2,15.8,0.3,NA,"Eu","Eu","Eu","Oligo","Hyper",171.697253855734,"Eu"
"387","NCCA10-1545_1_SURFACE",9573,"NCCA10-1545",1,"7/19/10","SURFACE",39.1853,-75.3768,"Northeast_B","NE8_Del Bay","DE",2010,10.51,1.116,0.651,0.155,0.073,19.6,15.9,0.4,NA,"Meso","Eu","Eu","Oligo","Eu",100.080055400853,"Eu"
"388","NCCA10-1546_1_SURFACE",9574,"NCCA10-1546",1,"9/14/10","SURFACE",39.0829,-75.1749,"Northeast_B","NE8_Del Bay","NJ",2010,10.01,0.511,0.096,0.062,0.034,6.2,18.2,1,NA,"Meso","Meso","Meso","Oligo","Eu",4.2372113413487,"Meso"
"389","NCCA10-1547_1_SURFACE",9575,"NCCA10-1547",1,"9/14/10","SURFACE",38.9849,-75.0432,"Northeast_B","NE8_Del Bay","NJ",2010,10.58,0.564,0.093,0.061,0.028,7.3,20.3,1.3,NA,"Meso","Meso","Meso","Meso","Eu",7.30357261306288,"Meso"
"390","NCCA10-1548_1_SURFACE",9576,"NCCA10-1548",1,"9/16/10","SURFACE",39.4307,-75.5127,"Northeast_B","NE8_Del Bay","NJ",2010,1.28,1.19,1.089,0.117,0.089,26.9,22.4,0.5,NA,"Oligo","Eu","Eu","Oligo","Oligo",58.4505608601173,"Meso"
"391","NCCA10-1549_1_SURFACE",9577,"NCCA10-1549",1,"7/21/10","SURFACE",39.1851,-75.2853,"Northeast_B","NE8_Del Bay","DE",2010,15.04,0.835,0.411,0.101,0.052,17.4,18.2,0.8,NA,"Meso","Meso","Eu","Oligo","Hyper",39.6765302609908,"Meso"
